date,window_start,l1_norm,l2_norm,total_persistence,max_persistence,n_loops,mean_birth,mean_death,rolling_mean_persistence,rolling_var,spectral_power
1932-11-05,1932-09-08,7.39604912229046e-7,1.53181187719623e-5,0.00328885679758619,0.00107232095966523,4,0.0106597909107892,0.0114820051101857,0.012664408048639043,2.81696954946895e-5,2.199225032544841e-4
1932-11-07,1932-09-09,7.39604912229046e-7,1.53181187719623e-5,0.00328885679758619,0.00107232095966523,4,0.0106597909107892,0.0114820051101857,0.01227661847300155,2.7763637921626525e-5,2.3814486803605523e-4
1932-11-09,1932-09-10,7.69026889439596e-7,1.5550642469424e-5,0.00360100285608186,0.00107232095966523,5,0.0142844589078929,0.0150046594791093,0.011856475920555984,2.6016171182350243e-5,2.582168704870741e-4
1932-11-10,1932-09-12,5.8680623817116e-7,1.42162600048522e-5,0.00253096316421162,0.00107232095966523,4,0.0161496429008238,0.0167823836918767,0.011586821982353567,2.7364076197879404e-5,2.6929158133951093e-4
1932-11-11,1932-09-13,5.8680623817116e-7,1.42162600048522e-5,0.00253096316421162,0.00107232095966523,4,0.0161496429008238,0.0167823836918767,0.011323469220263376,2.8621915303375132e-5,2.7600841938292455e-4
1932-11-12,1932-09-14,1.22150059808972e-6,2.31915839856784e-5,0.0040211132772937,0.00159569984756223,4,0.0157771053725533,0.0167823836918767,0.011089919460434826,2.926386116787683e-5,2.778817856961923e-4
1932-11-14,1932-09-15,1.22150059808972e-6,2.31915839856784e-5,0.0040211132772937,0.00159569984756223,4,0.0157771053725533,0.0167823836918767,0.01085519691673884,2.9782828553516436e-5,2.7552390600729974e-4
1932-11-15,1932-09-16,2.60280469544319e-6,4.02581978608927e-5,0.00637009498867405,0.00234898171138035,5,0.0177950705085828,0.0190690895063176,0.010680662588444346,2.9795108844619023e-5,2.7041524266437e-4
1932-11-16,1932-09-17,1.22150059808972e-6,2.31915839856784e-5,0.0040211132772937,0.00159569984756223,4,0.0157771053725533,0.0167823836918767,0.010377686882871004,2.9135777330478006e-5,2.5758090440803467e-4
1932-11-17,1932-09-19,1.02739128272932e-6,2.1410636578497e-5,0.0035243516180236,0.00159569984756223,4,0.0153127545187889,0.0161938424232948,0.010063114280522121,2.838576813505848e-5,2.433879080750461e-4
1932-11-18,1932-09-20,1.28872103173769e-6,2.35961213047937e-5,0.00430438351972942,0.00159569984756223,4,0.0153127545187889,0.0163888503987212,0.009792567375951388,2.775621360134867e-5,2.3092895393472525e-4
1932-11-19,1932-09-21,1.28872103173769e-6,2.35961213047937e-5,0.00430438351972942,0.00159569984756223,4,0.0153127545187889,0.0163888503987212,0.009440642258751573,2.5252584825541318e-5,2.1624753061976344e-4
1932-11-21,1932-09-22,1.28872103173769e-6,2.35961213047937e-5,0.00430438351972942,0.00159569984756223,4,0.0153127545187889,0.0163888503987212,0.009136633517819919,2.362957264390188e-5,2.0632017379191629e-4
1932-11-22,1932-09-23,9.96969970488264e-7,2.12876094701537e-5,0.00321220555952792,0.00159569984756223,3,0.0108226290596159,0.0118933642461252,0.008804222451368209,2.189828474531682e-5,1.9896753962308925e-4
1932-11-23,1932-09-24,9.96969970488264e-7,2.12876094701537e-5,0.00321220555952792,0.00159569984756223,3,0.0108226290596159,0.0118933642461252,0.008500030699858375,2.0554332826526325e-5,1.9596992449544222e-4
1932-11-25,1932-09-26,8.45056860941705e-7,1.95939034467793e-5,0.00287677151636132,0.00159569984756223,3,0.0106230550357433,0.0115819788745304,0.008252384044414293,2.0204731291211948e-5,1.957345162222086e-4
1932-11-26,1932-09-27,2.09017538542427e-7,6.80133601162677e-6,0.0012810716687991,7.36886916498635e-4,2,0.0122625741585439,0.0129031099929434,0.008021950038859976,2.0719796079641148e-5,1.9675012057474952e-4
1932-11-28,1932-09-28,2.09017538542427e-7,6.80133601162677e-6,0.0012810716687991,7.36886916498635e-4,2,0.0122625741585439,0.0129031099929434,0.007788738746738731,2.109768900210258e-5,1.98752255942893e-4
1932-11-29,1932-09-29,7.67567967579521e-7,1.99624683280234e-5,0.00221061154391559,0.00166642679161513,2,0.0103410999303339,0.0114464057022917,0.007576895538686742,2.1173833837256243e-5,2.0104743623063404e-4
1932-11-30,1932-09-30,7.67567967579521e-7,1.99624683280234e-5,0.00221061154391559,0.00166642679161513,2,0.0103410999303339,0.0114464057022917,0.007371254204934699,2.1225214786685526e-5,2.0315984054434052e-4
1932-12-01,1932-10-01,4.55166446637148e-7,1.30568119643653e-5,0.00177957321730919,0.00123538846500873,2,0.0105566190936371,0.0114464057022917,0.007114398219482051,2.0722958256503247e-5,2.0579266057706627e-4
1932-12-02,1932-10-03,4.55166446637148e-7,1.30568119643653e-5,0.00177957321730919,0.00123538846500873,2,0.0105566190936371,0.0114464057022917,0.006857542234029402,2.0086058874764144e-5,2.0857598506646445e-4
1932-12-03,1932-10-04,3.81422914800065e-7,1.25295220702909e-5,0.00123538846500873,0.00123538846500873,1,0.00608048384527351,0.00731587231028224,0.0066718095253322784,2.0421882449647222e-5,2.0963724325763315e-4
1932-12-05,1932-10-05,1.84085709018039e-7,7.25920407532206e-6,8.58202660071824e-4,8.58202660071824e-4,1,0.0100635870420374,0.0109217897021092,0.006474383393304165,2.073584660790665e-5,2.0876205838912592e-4
1932-12-06,1932-10-06,1.84085709018039e-7,7.25920407532206e-6,8.58202660071824e-4,8.58202660071824e-4,1,0.0100635870420374,0.0109217897021092,0.006276957261276052,2.0970265709824068e-5,2.0566701692058172e-4
1932-12-07,1932-10-07,0,0,0,0,0,NA,NA,0.006062367076046502,2.1322766235651538e-5,1.9981738602616812e-4
1932-12-08,1932-10-08,0,0,0,0,0,NA,NA,0.005847776890816952,2.1581289317403777e-5,1.9152994043639262e-4
1932-12-09,1932-10-10,0,0,0,0,0,NA,NA,0.005535073091436119,2.0224429245844765e-5,1.7742501880965367e-4
1932-12-10,1932-10-11,1.06820142757739e-9,1.50315828159481e-7,6.73430337628077e-5,6.73430337628077e-5,1,0.00455922782353291,0.00462657085729572,0.005223716152730541,1.8653746671932236e-5,1.6299855257170527e-4
1932-12-12,1932-10-13,1.06820142757739e-9,1.50315828159481e-7,6.73430337628077e-5,6.73430337628077e-5,1,0.00455922782353291,0.00462657085729572,0.004912359214024963,1.6885220948468443e-5,1.4838486724548527e-4
1932-12-13,1932-10-14,1.06820142757739e-9,1.50315828159481e-7,6.73430337628077e-5,6.73430337628077e-5,1,0.00455922782353291,0.00462657085729572,0.004649831997729062,1.589435331308664e-5,1.355166339883608e-4
